"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"Test cases for TestConvertAzureRoleEligibilityScheduleInstanceToRel","0","TestConvertAzureRoleEligibilityScheduleInstanceToRel","","Tue Dec 23 00:55:11 UTC 2025","passed","Tue Dec 23 00:55:11 UTC 2025","","Go Test","github.com/specterops/bloodhound/packages/go/ein/TestConvertAzureRoleEligibilityScheduleInstanceToRel","TestConvertAzureRoleEligibilityScheduleInstanceToRel"
"Test cases for TestResources_ListADGroupMembers","2","TestResources_ListADGroupMembers","","Tue Dec 23 00:54:55 UTC 2025","passed","Tue Dec 23 00:54:55 UTC 2025","","Go Test","github.com/specterops/bloodhound/cmd/api/src/api/v2/TestResources_ListADGroupMembers","TestResources_ListADGroupMembers"
"","557","will deselect both the selected rule and selected object when a different zone is selected","Details","Tue Dec 23 00:57:05 UTC 2025","passed","Tue Dec 23 00:57:06 UTC 2025","","","",""
"Test cases for TestResources_ListADDomainContainedOUs","0","TestResources_ListADDomainContainedOUs","","Tue Dec 23 00:54:55 UTC 2025","passed","Tue Dec 23 00:54:55 UTC 2025","","Go Test","github.com/specterops/bloodhound/cmd/api/src/api/v2/TestResources_ListADDomainContainedOUs","TestResources_ListADDomainContainedOUs"
"","0","returns false if value is 'array'","searchParams","Tue Dec 23 00:58:27 UTC 2025","passed","Tue Dec 23 00:58:27 UTC 2025","","isEmptyParam","",""
"","1186","should open edge filtering dialog","EdgeFilter","Tue Dec 23 00:57:45 UTC 2025","passed","Tue Dec 23 00:57:46 UTC 2025","","","",""
"Test cases for TestResources_ListADGPOAffectedUsers","1","TestResources_ListADGPOAffectedUsers","","Tue Dec 23 00:54:55 UTC 2025","passed","Tue Dec 23 00:54:55 UTC 2025","","Go Test","github.com/specterops/bloodhound/cmd/api/src/api/v2/TestResources_ListADGPOAffectedUsers","TestResources_ListADGPOAffectedUsers"
"Test cases for TestMarshalIntText","0","TestMarshalIntText","","Tue Dec 23 00:55:00 UTC 2025","passed","Tue Dec 23 00:55:00 UTC 2025","","Go Test","github.com/specterops/bloodhound/cmd/api/src/database/types/null/TestMarshalIntText","TestMarshalIntText"
"Test cases for TestTimeExactEqual","0","TestTimeExactEqual","","Tue Dec 23 00:55:00 UTC 2025","passed","Tue Dec 23 00:55:00 UTC 2025","","Go Test","github.com/specterops/bloodhound/cmd/api/src/database/types/null/TestTimeExactEqual","TestTimeExactEqual"
"Test cases for TestMarshalTime","0","TestMarshalTime","","Tue Dec 23 00:55:00 UTC 2025","passed","Tue Dec 23 00:55:00 UTC 2025","","Go Test","github.com/specterops/bloodhound/cmd/api/src/database/types/null/TestMarshalTime","TestMarshalTime"
"Test cases for TestResources_UpdateSavedQuery_NotAUserAuth","0","TestResources_UpdateSavedQuery_NotAUserAuth","","Tue Dec 23 00:54:55 UTC 2025","passed","Tue Dec 23 00:54:55 UTC 2025","","Go Test","github.com/specterops/bloodhound/cmd/api/src/api/v2/TestResources_UpdateSavedQuery_NotAUserAuth","TestResources_UpdateSavedQuery_NotAUserAuth"
"Test cases for TestManagementResource_DeleteUser_UserCannotSelfDelete","683","TestManagementResource_DeleteUser_UserCannotSelfDelete","","Tue Dec 23 00:55:15 UTC 2025","passed","Tue Dec 23 00:55:16 UTC 2025","","Go Test","github.com/specterops/bloodhound/cmd/api/src/api/v2/auth/TestManagementResource_DeleteUser_UserCannotSelfDelete","TestManagementResource_DeleteUser_UserCannotSelfDelete"
"Test cases for TestManagementResource_ListUsers","0","TestManagementResource_ListUsers","","Tue Dec 23 00:55:01 UTC 2025","passed","Tue Dec 23 00:55:01 UTC 2025","","Go Test","github.com/specterops/bloodhound/cmd/api/src/api/v2/auth/TestManagementResource_ListUsers","TestManagementResource_ListUsers"
"","171","shows all checked boxes","SourceKindsCheckboxes","Tue Dec 23 00:57:23 UTC 2025","passed","Tue Dec 23 00:57:23 UTC 2025","","","",""
"Test cases for TestEncodingInterface","1","TestEncodingInterface","","Tue Dec 23 00:55:11 UTC 2025","passed","Tue Dec 23 00:55:11 UTC 2025","","Go Test","github.com/specterops/bloodhound/packages/go/bomenc/TestEncodingInterface","TestEncodingInterface"
"","142","renders a single item when items is an object","<DetailsAccordion />","Tue Dec 23 00:56:38 UTC 2025","passed","Tue Dec 23 00:56:38 UTC 2025","","","",""
"Test cases for TestManagementResource_ListUsers_PredicateMismatchWithColumn","0","TestManagementResource_ListUsers_PredicateMismatchWithColumn","","Tue Dec 23 00:55:01 UTC 2025","passed","Tue Dec 23 00:55:01 UTC 2025","","Go Test","github.com/specterops/bloodhound/cmd/api/src/api/v2/auth/TestManagementResource_ListUsers_PredicateMismatchWithColumn","TestManagementResource_ListUsers_PredicateMismatchWithColumn"
"","2","returns the node_keys from the graphData with duplicate keys removed and known keys added","getExploreTableData","Tue Dec 23 00:57:53 UTC 2025","passed","Tue Dec 23 00:57:53 UTC 2025","","","",""
"Test cases for TestMergeNodeKinds","0","TestMergeNodeKinds","","Tue Dec 23 00:55:04 UTC 2025","passed","Tue Dec 23 00:55:04 UTC 2025","","Go Test","github.com/specterops/bloodhound/cmd/api/src/services/graphify/TestMergeNodeKinds","TestMergeNodeKinds"
"","95","disables items via itemDisabled and hides the chevron icon visually","<DetailsAccordion />","Tue Dec 23 00:56:39 UTC 2025","passed","Tue Dec 23 00:56:39 UTC 2025","","","",""
"","684","should not call onSubmit when password does not match confirmation password when reset password button clicked","PasswordResetForm","Tue Dec 23 00:57:39 UTC 2025","passed","Tue Dec 23 00:57:40 UTC 2025","","","",""
"Test cases for TestManagementResource_SSOLoginHandler","6","TestManagementResource_SSOLoginHandler","","Tue Dec 23 00:55:29 UTC 2025","passed","Tue Dec 23 00:55:29 UTC 2025","","Go Test","github.com/specterops/bloodhound/cmd/api/src/api/v2/auth/TestManagementResource_SSOLoginHandler","TestManagementResource_SSOLoginHandler"
"","6","sets autoDisplayTable to false if query type is node","useExploreTableAutoDisplay","Tue Dec 23 00:58:52 UTC 2025","passed","Tue Dec 23 00:58:52 UTC 2025","","","",""
"","54","should display an error message if data does not return from the API","Context Selector Error","Tue Dec 23 00:56:09 UTC 2025","passed","Tue Dec 23 00:56:09 UTC 2025","","","",""
"Test cases for TestInt64FromPtr","0","TestInt64FromPtr","","Tue Dec 23 00:55:00 UTC 2025","passed","Tue Dec 23 00:55:00 UTC 2025","","Go Test","github.com/specterops/bloodhound/cmd/api/src/database/types/null/TestInt64FromPtr","TestInt64FromPtr"
"Test cases for TestResources_GetEdgeComposition","59","TestResources_GetEdgeComposition","","Tue Dec 23 00:54:55 UTC 2025","passed","Tue Dec 23 00:54:55 UTC 2025","","Go Test","github.com/specterops/bloodhound/cmd/api/src/api/v2/TestResources_GetEdgeComposition","TestResources_GetEdgeComposition"
"","283","renders details for a selected zone","DynamicDetails","Tue Dec 23 00:57:34 UTC 2025","passed","Tue Dec 23 00:57:34 UTC 2025","","","",""
"","2","succeeds for valid password","testPassword","Tue Dec 23 00:59:51 UTC 2025","passed","Tue Dec 23 00:59:51 UTC 2025","","","",""
"","0","returns true if arrays are equal","areArraysSimilar","Tue Dec 23 00:59:31 UTC 2025","passed","Tue Dec 23 00:59:31 UTC 2025","","","",""
"Test cases for TestHeaderMatches","0","TestHeaderMatches","","Tue Dec 23 00:55:07 UTC 2025","passed","Tue Dec 23 00:55:07 UTC 2025","","Go Test","github.com/specterops/bloodhound/cmd/api/src/utils/TestHeaderMatches","TestHeaderMatches"
"Test cases for TestParseOptionalBoolEmptyValue","0","TestParseOptionalBoolEmptyValue","","Tue Dec 23 00:54:49 UTC 2025","passed","Tue Dec 23 00:54:49 UTC 2025","","Go Test","github.com/specterops/bloodhound/cmd/api/src/api/TestParseOptionalBoolEmptyValue","TestParseOptionalBoolEmptyValue"
"Test cases for TestUrlValidator","1","TestUrlValidator","","Tue Dec 23 00:55:08 UTC 2025","passed","Tue Dec 23 00:55:08 UTC 2025","","Go Test","github.com/specterops/bloodhound/cmd/api/src/utils/validation/TestUrlValidator","TestUrlValidator"
"Test cases for TestIntValueOrZero","0","TestIntValueOrZero","","Tue Dec 23 00:55:00 UTC 2025","passed","Tue Dec 23 00:55:00 UTC 2025","","Go Test","github.com/specterops/bloodhound/cmd/api/src/database/types/null/TestIntValueOrZero","TestIntValueOrZero"
"Test cases for TestAuditLogin_UserNotFound","0","TestAuditLogin_UserNotFound","","Tue Dec 23 00:54:48 UTC 2025","passed","Tue Dec 23 00:54:48 UTC 2025","","Go Test","github.com/specterops/bloodhound/cmd/api/src/api/TestAuditLogin_UserNotFound","TestAuditLogin_UserNotFound"
"","384","displays default text for domain selector when globalDomain is null","GroupManagement","Tue Dec 23 01:00:35 UTC 2025","passed","Tue Dec 23 01:00:36 UTC 2025","","","",""
"","61","Calls the `Base` endpoint for a LocalUser type node","EntityObjectInformation","Tue Dec 23 00:57:59 UTC 2025","passed","Tue Dec 23 00:57:59 UTC 2025","","","",""
"","280","renders a snackbar notification in the dom and tests autoHideDuration","AppNotifications","Tue Dec 23 00:58:42 UTC 2025","passed","Tue Dec 23 00:58:43 UTC 2025","","","",""
"","318","should display a ""Configure Multi-Factor Authentication"" modal","UserProfile","Tue Dec 23 00:57:48 UTC 2025","passed","Tue Dec 23 00:57:48 UTC 2025","","""Multi-Factor Authentication Enabled"" switch is enabled","",""
"","1","returns query config when searchType is composition and all required params are passed","useExploreGraph","Tue Dec 23 00:57:24 UTC 2025","passed","Tue Dec 23 00:57:24 UTC 2025","composition search queries","exploreGraphQueryFactory","",""
"Test cases for TestError","0","TestError","","Tue Dec 23 00:54:49 UTC 2025","passed","Tue Dec 23 00:54:49 UTC 2025","","Go Test","github.com/specterops/bloodhound/cmd/api/src/api/TestError","TestError"
"","471","should display Environmental Targeted Access Control panel when showEnvironmentAccessControls prop is true and user role is selected","UpdateUserForm","Tue Dec 23 00:56:01 UTC 2025","passed","Tue Dec 23 00:56:02 UTC 2025","","","",""
"","256","on clicking switch shows modal and when clicking cancel closes it and switch stays enabled","CitrixRDPConfiguration","Tue Dec 23 00:56:56 UTC 2025","passed","Tue Dec 23 00:56:56 UTC 2025","","Click on switch to disable","",""
"Test cases for TestInt64Pointer","0","TestInt64Pointer","","Tue Dec 23 00:55:00 UTC 2025","passed","Tue Dec 23 00:55:00 UTC 2025","","Go Test","github.com/specterops/bloodhound/cmd/api/src/database/types/null/TestInt64Pointer","TestInt64Pointer"
"","184","disables checkboxes while loading","SourceKindsCheckboxes","Tue Dec 23 00:57:23 UTC 2025","passed","Tue Dec 23 00:57:23 UTC 2025","","","",""
"Test cases for TestResources_ListADDomainForeignAdmins","2","TestResources_ListADDomainForeignAdmins","","Tue Dec 23 00:54:55 UTC 2025","passed","Tue Dec 23 00:54:55 UTC 2025","","Go Test","github.com/specterops/bloodhound/cmd/api/src/api/v2/TestResources_ListADDomainForeignAdmins","TestResources_ListADDomainForeignAdmins"
"Test cases for TestResources_ListADOUContainedUsers","3","TestResources_ListADOUContainedUsers","","Tue Dec 23 00:54:55 UTC 2025","passed","Tue Dec 23 00:54:55 UTC 2025","","Go Test","github.com/specterops/bloodhound/cmd/api/src/api/v2/TestResources_ListADOUContainedUsers","TestResources_ListADOUContainedUsers"
"","811","app does not crash if ""token"" cookie exists and ""persistedState"" localstorage key does not exist","redux store","Tue Dec 23 01:00:59 UTC 2025","passed","Tue Dec 23 01:01:00 UTC 2025","","","",""
"Test cases for TestRateLimitMiddleware","0","TestRateLimitMiddleware","","Tue Dec 23 00:54:49 UTC 2025","passed","Tue Dec 23 00:54:49 UTC 2025","","Go Test","github.com/specterops/bloodhound/cmd/api/src/api/middleware/TestRateLimitMiddleware","TestRateLimitMiddleware"
"","399","should not call onSave when Save button is clicked and form input is invalid","UpdateUserDialog","Tue Dec 23 00:56:21 UTC 2025","passed","Tue Dec 23 00:56:21 UTC 2025","","","",""
"","697","lists all available node kinds as options to filter by","AssetGroupEdit","Tue Dec 23 00:56:50 UTC 2025","passed","Tue Dec 23 00:56:51 UTC 2025","","Node Type dropdown filter","",""
"","320","sets a primarySearch=id and searchType=node when secondarySearch is falsey","ContextMenu","Tue Dec 23 01:00:31 UTC 2025","passed","Tue Dec 23 01:00:32 UTC 2025","","","",""
"Test cases for TestMaybeSubmitRelationshipUpdate","0","TestMaybeSubmitRelationshipUpdate","","Tue Dec 23 00:55:04 UTC 2025","passed","Tue Dec 23 00:55:04 UTC 2025","","Go Test","github.com/specterops/bloodhound/cmd/api/src/services/graphify/TestMaybeSubmitRelationshipUpdate","TestMaybeSubmitRelationshipUpdate"
"","0","The node radius is adjusted for nodes that have their ""highlighted"" property set to true since the highlight adds some padding","getNodeRadius","Tue Dec 23 01:00:55 UTC 2025","passed","Tue Dec 23 01:00:55 UTC 2025","","","",""
"","0","returns undefined if graphData is {} or not a GraphResponse","getExploreTableData","Tue Dec 23 00:57:53 UTC 2025","passed","Tue Dec 23 00:57:53 UTC 2025","","","",""
"Test cases for TestResources_GetPathfindingResult","0","TestResources_GetPathfindingResult","","Tue Dec 23 00:54:55 UTC 2025","passed","Tue Dec 23 00:54:55 UTC 2025","","Go Test","github.com/specterops/bloodhound/cmd/api/src/api/v2/TestResources_GetPathfindingResult","TestResources_GetPathfindingResult"
"Test cases for TestDisenrollMFA_Success","694","TestDisenrollMFA_Success","","Tue Dec 23 00:55:22 UTC 2025","passed","Tue Dec 23 00:55:23 UTC 2025","","Go Test","github.com/specterops/bloodhound/cmd/api/src/api/v2/auth/TestDisenrollMFA_Success","TestDisenrollMFA_Success"
"","507","renders trigger button and dropdown items","TagToZoneLabel","Tue Dec 23 00:56:02 UTC 2025","passed","Tue Dec 23 00:56:02 UTC 2025","","","",""
"Test cases for TestResources_UpdateAssetGroupSelectors_SuccessT0","0","TestResources_UpdateAssetGroupSelectors_SuccessT0","","Tue Dec 23 00:54:55 UTC 2025","passed","Tue Dec 23 00:54:55 UTC 2025","","Go Test","github.com/specterops/bloodhound/cmd/api/src/api/v2/TestResources_UpdateAssetGroupSelectors_SuccessT0","TestResources_UpdateAssetGroupSelectors_SuccessT0"
"Test cases for TestJSONFloat_MarshalJSON","0","TestJSONFloat_MarshalJSON","","Tue Dec 23 00:55:00 UTC 2025","passed","Tue Dec 23 00:55:00 UTC 2025","","Go Test","github.com/specterops/bloodhound/cmd/api/src/database/types/nan/TestJSONFloat_MarshalJSON","TestJSONFloat_MarshalJSON"
"","429","should not allow leading or trailing empty spaces","CreateUserForm","Tue Dec 23 00:56:23 UTC 2025","passed","Tue Dec 23 00:56:23 UTC 2025","","","",""
"","0","abbreviates thousands, millions, billions, trillions as expected","numberFormatting","Tue Dec 23 00:59:37 UTC 2025","passed","Tue Dec 23 00:59:37 UTC 2025","","","",""
"Test cases for TestExpireUserAuthSecret_Success","2","TestExpireUserAuthSecret_Success","","Tue Dec 23 00:55:01 UTC 2025","passed","Tue Dec 23 00:55:01 UTC 2025","","Go Test","github.com/specterops/bloodhound/cmd/api/src/api/v2/auth/TestExpireUserAuthSecret_Success","TestExpireUserAuthSecret_Success"
"","0","fails for password without digits","testPassword","Tue Dec 23 00:59:51 UTC 2025","passed","Tue Dec 23 00:59:51 UTC 2025","","","",""
"Test cases for TestToolContainer_GetScheduledAnalysisConfiguration_Errors","4","TestToolContainer_GetScheduledAnalysisConfiguration_Errors","","Tue Dec 23 00:54:52 UTC 2025","passed","Tue Dec 23 00:54:52 UTC 2025","","Go Test","github.com/specterops/bloodhound/cmd/api/src/api/tools/TestToolContainer_GetScheduledAnalysisConfiguration_Errors","TestToolContainer_GetScheduledAnalysisConfiguration_Errors"
"Test cases for TestUnmarshalTimeText","0","TestUnmarshalTimeText","","Tue Dec 23 00:55:00 UTC 2025","passed","Tue Dec 23 00:55:00 UTC 2025","","Go Test","github.com/specterops/bloodhound/cmd/api/src/database/types/null/TestUnmarshalTimeText","TestUnmarshalTimeText"
"","1749","should clear out the sso provider id from submission data when the authentication method is changed","UpdateUserDialog","Tue Dec 23 00:56:25 UTC 2025","passed","Tue Dec 23 00:56:26 UTC 2025","","","",""
"Test cases for TestResources_ListADComputerAdmins","2","TestResources_ListADComputerAdmins","","Tue Dec 23 00:54:55 UTC 2025","passed","Tue Dec 23 00:54:55 UTC 2025","","Go Test","github.com/specterops/bloodhound/cmd/api/src/api/v2/TestResources_ListADComputerAdmins","TestResources_ListADComputerAdmins"
"","176","dispatches an action to the delete the associated node","Rule Object Select","Tue Dec 23 00:58:40 UTC 2025","passed","Tue Dec 23 00:58:40 UTC 2025","","","",""
"Test cases for TestCache_Reset","0","TestCache_Reset","","Tue Dec 23 00:55:11 UTC 2025","passed","Tue Dec 23 00:55:11 UTC 2025","","Go Test","github.com/specterops/bloodhound/packages/go/cache/TestCache_Reset","TestCache_Reset"
"","0","shows some collection methods for the given job","toCollected","Tue Dec 23 00:59:29 UTC 2025","passed","Tue Dec 23 00:59:29 UTC 2025","","","",""
"Test cases for TestResources_CypherQuery","48","TestResources_CypherQuery","","Tue Dec 23 00:54:55 UTC 2025","passed","Tue Dec 23 00:54:55 UTC 2025","","Go Test","github.com/specterops/bloodhound/cmd/api/src/api/v2/TestResources_CypherQuery","TestResources_CypherQuery"
"","12","sets autoDisplayTable to false if query returns nodes only but the enabled prop is false","useExploreTableAutoDisplay","Tue Dec 23 00:58:52 UTC 2025","passed","Tue Dec 23 00:58:52 UTC 2025","","","",""
"","0","fails for password shorter than 12 characters","testPassword","Tue Dec 23 00:59:51 UTC 2025","passed","Tue Dec 23 00:59:51 UTC 2025","","","",""
"","248","Hides selector information if additionalSections is false","EntityInfoDataTableList","Tue Dec 23 00:57:59 UTC 2025","passed","Tue Dec 23 00:57:59 UTC 2025","","","",""
"","29","selector members refetches on envrionment change","the useAssetGroupTags utilities","Tue Dec 23 00:56:45 UTC 2025","passed","Tue Dec 23 00:56:45 UTC 2025","","","",""
